PeopleID	FullName	WikipediaURL	VIAFURL	KnowledgeNetwork	SocialNetwork	ProfessionalNetwork	ReligiousNetwork	Gender	Nationality
barerbertr023727	Bertrand Barère de Vieuzac	http://en.wikipedia.org/wiki/Bertrand_Barère	http://viaf.org/2581204/	Political economy				Male	French
baretgiuse000193	Giuseppe Marc'Antonio Baretti	http://en.wikipedia.org/wiki/Giuseppe_Marc'Antonio_Baretti	http://viaf.org/41876672/	Letters_Literary				Male	Italian
barforicha024256	Richard Barford			Letters_Literary		Artist, Cultural		Male	English
bargeton00023726	chevalier de Bargeton							Male	French
barinfranc000195	Sir Francis Baring, 1st baronet		http://viaf.org/56957273/			Finance-banking		Male	English
barizon000023804	Mme — Barizon					Cultural		Female	French
barkew0000004686	W. Barker				Government			Male	English
barlojoel0000197	Joel Barlow	http://en.wikipedia.org/wiki/Joel_Barlow	http://viaf.org/61695314/	Letters_Literary		Artist, Trade-merchant		Male	American
barlopeter025120	Peter Barlow	http://en.wikipedia.org/wiki/Peter_Barlow_(mathematician)	http://viaf.org/303883/	Sciences_Mathematical				Male	English
barlothoma024341	Thomas Barlow, bishop of Lincoln			Letters_Philosophical		Academic	Clergy	Male	English
barnaedwar024270	Edward Barnard					Academic		Male	English
barnahenry004687	Sir Henry Barnard					Trade-merchant		Male	English
barnejacob000199	James Barnewall						Clergy	Male	Irish
barnejosep000198	Joseph Barnes					Gardening-farming		Male	English
barnericha024654	Richard Barnes				Elite, Government	Planter		Male	American
barnewilli005109	William Barnett							Male	English
baronjohn0004688	John Baron					Academic		Male	English
baronpaulh004601	Paul Henri Thiry d'Holbach, baron d'Holbach	http://en.wikipedia.org/wiki/Baron_d'Holbach	http://viaf.org/95147318/	Letters_Literary, Sciences	Elite			Male	German
barreisaac000200	Colonel Isaac Barré				Military, Government			Male	Irish
barrejeanm024505	Jean Marie Barret		http://viaf.org/66529773/			Publishing		Male	French
barrejosep000201	Joseph Barrell	http://en.wikipedia.org/wiki/Joseph_Barrell_(merchant)	http://viaf.org/36871606/			Trade-merchant		Male	American
barrenatha000202	Nathaniel Barrett				Government	Trade-merchant		Male	American
barrenatha024655	Nathaniel Barrell		http://viaf.org/51124176/			Gardening-farming, Trade-merchant		Male	American
barrijacqu024494	Jacques Barrillot		http://viaf.org/222441044/			Publishing		Male	Swiss
barrijosem003834	José María del Barrio				Government			Male	Guatemalan
barrjohn00004287	John Barr			Letters_Literary, Letters_Religious			Clergy	Male	English
barromarie000203	Marie Jacques Barrois		http://viaf.org/9903104/					Male	French?
barruantoi023724	Antoine Joseph de Barruel, comte de Barruel-Beauvert							Male	French
barryalice025247	Alice Barry, dowager countess of Barrymore				Elite			Female	Irish
barryjames004116	James Barry	http://en.wikipedia.org/wiki/James_Barry_(painter)	http://viaf.org/36926685/			Artist		Male	Irish
barryricha025679	Richard Barry, 2nd earl of Barrymore							Male	Irish
barrysusan025281	Susan Barry, countess of Barrymore							Female	Irish
barthantoi023722	Antoine Barthès de Marmorières		http://viaf.org/89070840/		Military, Government			Male	Swiss
barthjeanj024178	Jean Jacques Barthélemy	http://en.wikipedia.org/wiki/Jean-Jacques_Barthélemy	http://viaf.org/19710661/	Letters_Literary, Letters_Antiquarian				Male	French
barthmalac023737	Malachie Marcel Pierre Ignace Joseph Marie de Barthoquin d'Augier					Maritime		Male	French
barthnicol023723	Nicolas Thomas Barthe		http://viaf.org/74001996/	Letters_Literary		Cultural		Male	French
bartlgrati003604	Gratia Bartlett							Female	English
bartophili024272	Philip Barton			Letters_Antiquarian		Academic		Male	English
baskejohn0000212	John Baskerville	http://en.wikipedia.org/wiki/John_Baskerville	http://viaf.org/73971148/			Artisan, Publishing		Male	English
baskejohn0003605	John Baskett					Trade-merchant, Publishing		Male	English
baskelucy0024397	Mrs Lucy Baskett						Clergy	Female	English
basnajacqu024075	Jacques Basnage		http://viaf.org/56765783/	Letters_Religious			Clergy	Male	French
bassericha024901	Richard Bassett	http://en.wikipedia.org/wiki/Richard_Bassett	http://viaf.org/30963884/		Government	Legal		Male	American
bassesabin003073	Gräfin Sabina von Bassewitz				Elite			Female	German
bassethoma000213	Thomas Bassett					Publishing		Male	English
bassilaura000214	Laura Bassi	http://en.wikipedia.org/wiki/Laura_Bassi	http://viaf.org/42647435/	Sciences_Mathematical, Sciences				Female	Italian
bassojeanf023721	Jean François Bassompierre					Publishing		Male	Belgian
bastigiova023720	Giovanni Battista Bastiani		http://viaf.org/80307449/		Court		Clergy	Male	Italian
bastijeanf000878	Jean François de Bastide		http://viaf.org/71429857/	Letters_Literary		Cultural		Male	French
batemjames003606	Sir James Bateman				Government	Finance-banking		Male	English
bathuallen000216	Allen Bathurst, 1st Earl Bathurst	http://en.wikipedia.org/wiki/Allen_Bathurst,_1st_Earl_Bathurst	http://viaf.org/39327427/		Elite, Government			Male	English
bathucharl004937	Charles Bathurst					Publishing		Male	English
bathuhenry000217	Henry Bathurst, 2nd Earl Bathurst	http://en.wikipedia.org/wiki/Henry_Bathurst,_2nd_Earl_Bathurst	http://viaf.org/9456270/		Government	Legal		Male	English
bathuralph004539	Ralph Bathurst	http://en.wikipedia.org/wiki/Ralph_Bathurst	http://viaf.org/11462035/	Sciences_Natural, Sciences		Academic	Clergy	Male	English
battejohn0024430							Clergy	Male	
baudenicol000222	Nicolas Baudeau		http://viaf.org/103210397/	Letters_Religious, Political economy				Male	French
baudoaugus023774	Augustin Baudon					Artist		Male	French
baudomathu004411	Mathurin Baudouin						Clergy	Male	French
bauer00000025754	— Bauer							Male	French
bauerfj000023992	F. J. Bauer					Publishing		Male	German
baulaleona023719	Léonard Baulacre		http://viaf.org/54934207/	Letters_Literary		Cultural	Clergy	Male	Swiss
baurin0000023718	abbé Baurin						Clergy	Male	French
bavoujeanc023717	Jean Claude Gabriel Bavoux						Clergy	Male	French
baxtealexa023716	Alexander Baxter					Trade-merchant		Male	Scottish
baxtericha025272	Richard Baxter	http://en.wikipedia.org/wiki/Richard_Baxter	http://viaf.org/54178741/				Clergy, Protestant	Male	English
bayarjohn0024569	John Bayard	http://en.wikipedia.org/wiki/John_Bayard	http://viaf.org/33483726/			Trade-merchant		Male	American
baydecury0000226	Louis Bay de Curys			Letters_Literary	Court, Government	Cultural		Male	French
baylejacob024073	Jacob Bayle						Clergy, Protestant_Non-Anglican_Calvinist	Male	French
baylejean0024072	Jean Bayle						Clergy	Male	French
baylejeann024491	Jeanne Bayle						Clergy	Female	French
baylejosep024074	Joseph Bayle						Clergy	Male	French
baylepierr000227	Pierre Bayle	http://en.wikipedia.org/wiki/Pierre_Bayle	http://viaf.org/61554695/	Letters_Literary, Letters_Philosophical				Male	French
bazin00000024064	M. — Bazin				Government			Male	French
bazincharl004412	Charles Bazin						Catholic	Male	French
bazire0000024766	M. — Bazire							Male	French?
be00000000023770	E. B.							Male	unknown
beachthoma005456	Thomas Beach		http://viaf.org/234706667/	Letters_Literary		Artist, Trade-merchant		Male	Welsh
bealejohn0025314	Rev. John Beale			Sciences_Natural		Gardening-farming	Clergy	Male	English
beallsamue024656	Samuel Beall					Trade-merchant		Male	American
beatterkur024658	Erkuries Beatty		http://viaf.org/56472440/		Military			Male	American
beattjames000229	James Beattie	http://en.wikipedia.org/wiki/James_Beattie_(writer)	http://viaf.org/14766002/	Letters_Philosophical, Letters_Literary		Artist		Male	Scottish
beattreadi024657	Reading Beatty		http://viaf.org/7252017/			Medical		Male	American
beaucchris023715	Christophle Beauchâteau					Artisan		Male	Swiss
beaucdiana003641	Diana Beauclerk, duchess of St Albans		http://viaf.org/263498768/		Court, Elite			Female	English
beaugrand0023775	Mme — de Beaugrand							Female	unknown
beauhalexa023714	Alexandre François Marie de Beauharnais, vicomte de Beauharnais	http://en.wikipedia.org/wiki/Alexandre_de_Beauharnais	http://viaf.org/67307776/	Political economy	Military, Elite, Government			Male	French
beaulfranc000231	François Augustin Toussaint de Beaulieu de Barneville				Military			Male	French
beaulieu00023776	M. — Beaulieu							Male	unknown
beaumchris000880	Christophe de Beaumont, archevêque de Paris	http://en.wikipedia.org/wiki/Christophe_de_Beaumont	http://viaf.org/39373425/				Clergy	Male	French
beaupre000024221	— Beaupré			Letters_Literary				Male	French
beaursalen003084	Salenne de Beauregard				Military, Government			Male	French
beausjeana023713	Jean Antoine de Beausobre							Male	Swiss
beausjeanj024314	comte Jean Jacques de Beausobre	http://en.wikipedia.org/wiki/Jean-Jacques_de_Beausobre	http://viaf.org/27319166/	Letters_Literary				Male	Swiss
beauvcathe024042	Catherine Diane de Beauvau-Craon, marquise de Bassompierre				Elite			Female	French
beauvcharl000883	Charles Juste de Beauvau, prince de Beauvau-Craon			Letters	Government, Military, Elite			Male	French
beauvcharl023712	Charles Nicolas de Beauvais			Political economy		Medical		Male	French
beauvcharl023773	Charlotte de Beauvau-Craon, marquise de Bassompierre				Elite			Female	French
beauvgille000882	Gilles François de Beauvais	http://en.wikipedia.org/wiki/Gilles-François_de_Beauvais	http://viaf.org/100263243/	Letters_Literary, Letters_Religious			Clergy	Male	French
beauvmarc0000884	Marc de Beauvau, prince de Beauvau-Craon				Elite, Government			Male	French
beauvmarie000885	Marie Françoise Catherine de Beauvau-Craon, marquise de Boufflers-Remiencourt				Elite			Female	French
beauxjusti023711	Justin Beaux			Political economy	Government	Legal		Male	French
beauznicol000232	Nicolas Beauzée	http://en.wikipedia.org/wiki/Nicolas_Beauzée	http://viaf.org/54157180/	Letters_Literary				Male	French
beavia0000004689	Mrs Anne Beavis					Domestic		Female	English
beazlc0000005110	Charles Beazley			Letters_Literary		Other, Architecture, Artist		Male	English
bechejohan025680	Johann Joachim Becher	http://en.wikipedia.org/wiki/J._J._Becher	http://viaf.org/88054470/	Political economy, Sciences_Natural		Medical		Male	German
beckeheinr001932	Baron Heinrich Anton von Beckers							Male	German
beckejohn0003754	John Beckett				Government	Legal		Male	English
beckethoma004587	Thomas Becket					Publishing		Male	English
beckljohn0024622	John Beckley	http://en.wikipedia.org/wiki/John_J._Beckley	http://viaf.org/58021289/	Letters_Literary	Government	Cultural		Male	American
becumarie0000139	Marie Jeanne Bécu, comtesse Du Barry		http://viaf.org/36927917/					Female	French
bedaulouis023710	Louise Jeanne Marguerite de Bedaulx				Military			Female	Swiss
bedele0000004691	E. Bedel					Domestic		Female	English
bedinedwar004939	Edward Bedingfield					Legal		Male	English
bedinedwar024034	Edward Bedingfield							Male	English
bedinthoma025324	Thomas Bedingfield							Male	English
beebythoma003755	Thomas Beeby							Male	English
beechwilli005111	Sir William Beechey	http://en.wikipedia.org/wiki/William_Beechey	http://viaf.org/74124605/			Artist		Male	English
beeckisaac004251	Isaac Beeckman	http://en.wikipedia.org/wiki/Isaac_Beeckman	http://viaf.org/64138539/	Letters_Antiquarian		Medical		Male	Dutch
beekehenry000235	Henry Beeke		http://viaf.org/241566287/	Letters_Literary, Political economy				Male	English
begon00000024767	— Bégon					Legal		Male	French
begondesai023129	M. — Begon de Saint-Venant					Trade-merchant		Male	French
beguiedme0000141	Edme Béguillet		http://viaf.org/39693205/	Letters_Literary, Sciences_Natural, Sciences	Government			Male	French
behmmicha0025426	Michael Behm		http://viaf.org/249774959/	Political economy	Government	Legal, Medical		Male	Polish
bekericha0025779	Richard Beke							Male	English
bekhtfedor000236	Fedor Dmitrievich Bekhteyev							Male	Russian
beljeanj00000237	Jean Jacques Bel		http://viaf.org/61555974/	Letters_Literary				Male	French
belknjerem024624	Jeremy Belknap	http://en.wikipedia.org/wiki/Jeremy_Belknap	http://viaf.org/25401749/	Letters_Literary			Clergy	Male	American
bell000000024728	Mr — Bell					Trade-merchant		Male	English
bellandre0000239	Andreas Bell					Legal		Male	German
bellcmembe024752	member of the Bell Club, Bristol							Male	English?
belledwar0003756	Edward Bell			Letters_Literary	Government	Trade-merchant, Cultural	Clergy	Male	English
bellemare0024070				Letters_Literary		Cultural	Clergy	Male	
bellemary0024611	Mary Campbell, duchess of Argyll				Court			Female	Scottish
belliricha025329	Richard Bellingham	http://en.wikipedia.org/wiki/Richard_Bellingham	http://viaf.org/45845884/		Elite, Government			Male	English
belljohn00000240	John Bell	http://en.wikipedia.org/wiki/John_Bell_(publisher)	http://viaf.org/51741707/		Government	Publishing		Male	Scottish
belljohn00024300	John Bell							Male	English
belloney00024521	abbé — Belloney						Clergy	Male	French
bellopierr024255	Pierre François Bellot	http://en.wikipedia.org/wiki/Pierre_François_Bellot	http://viaf.org/15603918/	Letters_Literary		Legal		Male	Swiss
bempdjohnv004940	John Vander Bempden							Male	English
benedictxi000245	Benedict XIV	http://en.wikipedia.org/wiki/Pope_Benedict_XIV	http://viaf.org/76327169/	Letters_Religious	Elite		Clergy, Catholic_High-ranking officials	Male	Italian
benezjacob023707	Jacob Benezet							Male	Swiss
benezpierr023708	Pierre Bénézech			Letters_Literary	Government	Cultural		Male	French
bennehenry004692	Henry Bennet, 1st earl of Arlington	http://en.wikipedia.org/wiki/Henry_Bennet,_1st_Earl_of_Arlington	http://viaf.org/53107667/					Male	English
bennejacob025070	Jacob Bennelle		http://viaf.org/79431536/				Clergy	Male	Swiss
bennet0000024642	Captain — Bennet				Military			Male	English?
bennet0000025744	Captain — Bennet							Male	Irish
benoipierr004413	Pierre Antoine Benoît				Government			Male	French
bensoegber024861	Egbert Benson	http://en.wikipedia.org/wiki/Egbert_Benson	http://viaf.org/45099990/		Government	Legal		Male	American
bensosamue004693	Samuel Benson						Clergy	Male	English
benthalici003757	Mrs Alicia Bentham [Whitehorn]			Letters_Philosophical				Female	English
benthgeorg000248	George Bentham	http://en.wikipedia.org/wiki/George_Bentham	http://viaf.org/56714582/	Sciences_Natural, Sciences		Gardening-farming		Male	English
benthjames024495	James Bentham		http://viaf.org/42192962/	Letters_Antiquarian			Clergy	Male	English
benthjerem000249	Jeremy Bentham	http://en.wikipedia.org/wiki/Jeremy_Bentham	http://viaf.org/59078842/	Letters_Literary, Political economy, Letters_Philosophical, Political economy		Legal		Male	English
benthjerem003758	Jeremiah Bentham					Legal		Male	English
benthmarys000250	Lady Mary Sophia Bentham							Female	Scottish
benthrebec003760	Rebecca Bentham							Female	English
benthsamue000251	Sir Samuel Bentham	http://en.wikipedia.org/wiki/Samuel_Bentham	http://viaf.org/20484887/			Maritime, Other, Architecture		Male	English
benthsamue003762	Samuel Bentham, Junior							Male	English
benthtenan024804	tenants of Jeremy Bentham							Group	English
benthwilli003761	William Bentham					Legal		Male	English
benticharl023706	Charles John Bentinck, Heer van Nyenhuys							Male	Dutch
bentijohna023705	John Albert Bentinck				Military	Maritime		Male	English
bentimarga005654	Margaret Cavendish Bentinck, duchess of Portland		http://viaf.org/2356861/	Collector	Elite			Female	English
bentirenir023704	Renira Bentinck					Maritime		Female	Dutch
bentiwille023703	Willem Bentinck, 1st Earl Bentinck				Government			Male	Dutch
bentlricha017200	Richard Bentley		http://viaf.org/845669/	Letters_Literary		Artist		Male	English
bentlthoma000253	Thomas Bentley	http://en.wikipedia.org/wiki/Thomas_Bentley_(manufacturer)	http://viaf.org/27878600/			Artisan		Male	English
benyoberna003607	Bernard Benyon					Legal, Trade-merchant		Male	English
