PeopleID	FullName	WikipediaURL	VIAFURL	KnowledgeNetwork	SocialNetwork	ProfessionalNetwork	ReligiousNetwork	Gender	Nationality
bosseabrah023678	Abraham Bosset-de Luze					Trade-merchant		Male	Swiss
bossucharl000367	Charles Bossut	http://en.wikipedia.org/wiki/Charles_Bossut	http://viaf.org/17320036/	Sciences_Mathematical				Male	French
bosweeuphe004079	Euphemia Boswell		http://viaf.org/169625522/					Female	Scottish
boswejames000368	James Boswell	http://en.wikipedia.org/wiki/James_Boswell	http://viaf.org/64002337/	Letters_Literary				Male	Scottish
boswejames024045	James Boswell, Junior			Letters_Antiquarian				Male	Scottish
boswejohn0004080	John Boswell							Male	Scottish
boswesamue003772	Samuel Boswell							Male	English
boswethoma004081	Thomas David Boswell				Government	Trade-merchant, Finance-banking		Male	Scottish
boteljohn0025393	Captain John Boteler				Military, Elite			Male	Irish
bottagiova024172	Mgr Giovanni Gaetano Bottari			Letters_Literary, Letters_Antiquarian		Cultural		Male	Italian
boubejeanl023677	Jean Louis de Boubers					Publishing		Male	Belgian
bouchclaud000369	Claude Boucher							Male	French
bouchjeanb024595	Jean Baptiste Bouchaud Du Plessis					Legal		Male	French
bouchmarie023739	Marie Françoise Bouchard d'Esparbes de Laussan, marquise d'Aubeterre							Female	French
boudeclaud023784	Claude Boudet			Letters_Literary			Clergy	Male	French
boudielias024863	Elias Boudinot	http://en.wikipedia.org/wiki/Elias_Boudinot	http://viaf.org/47844246/		Elite, Government	Legal		Male	American
boudielish024662	Elisha Boudinot		http://viaf.org/21167035/			Legal		Male	American
boudihanna024663	Hannah Boudinot		http://viaf.org/31093488/					Female	American
boudopierr000371	Pierre Jean Boudot		http://viaf.org/108706/	Letters_Literary	Government	Cultural		Male	French
bouerjosep023675	Joseph Bouer					Finance-banking		Male	Swiss
boufflouis000898	Louise Julie de Boisgelin, marquise de Cucé				Elite			Female	French
bouffstani000900	Stanislas Jean de Boufflers	http://en.wikipedia.org/wiki/Stanislas_de_Boufflers	http://viaf.org/36941427/	Letters_Literary	Military			Male	French
bouhijean0000373	Jean Bouhier	http://en.wikipedia.org/wiki/Jean_Bouhier_(jurist)	http://viaf.org/34453545/	Letters_Literary, Letters_Antiquarian	Government	Legal		Male	French
boulanicol000374	Nicolas Antoine Boulanger	http://en.wikipedia.org/wiki/Nicolas_Antoine_Boulanger	http://viaf.org/27061505/			Other		Male	French
boulllucie023674	Lucie Boullier			Letters_Literary				Female	Swiss
boultricha004701	Richard Boulton			Letters_Literary, Sciences_Medical				Male	English
bouquelisa000379	Elisabeth Marie Bouquet							Female	Swiss
bouquhenry000380	Henry Bouquet	http://en.wikipedia.org/wiki/Henry_Bouquet	http://viaf.org/62359473/	Letters_Literary	Military			Male	Swiss
bouqujacqu000381	Jacquette Julie Bouquet							Female	Swiss
bourbannel000907	Anne Louise Bénédicte de Bourbon-Condé, duchesse Du Maine							Female	French
bourbfranc000903	François Louis Antoine de Bourbon, comte de Busset				Elite, Military			Male	French
bourblouis000904	Louis Joseph de Bourbon, prince de Condé	http://en.wikipedia.org/wiki/Louis_Joseph,_Prince_of_Condé	http://viaf.org/76411850/		Military, Elite, Government			Male	French
bourblouis000908	Louise Elisabeth de Bourbon-Condé, princesse de Conti				Elite, Government			Female	French
bourblouis022970	Louis François de Bourbon, prince de Conti	http://en.wikipedia.org/wiki/Louis_François,_Prince_of_Conti	http://viaf.org/12404213/		Military, Elite			Male	French
bourbmarie000905	Marie Anne de Bourbon, princesse de Conti	http://en.wikipedia.org/wiki/Marie_Anne_de_Bourbon	http://viaf.org/62859053/		Elite, Government			Female	French
bourbsteph024382	Stéphanie Louise de Bourbon-Conti			Letters_Literary		Trade-merchant		Female	French
bourcpierr000382	Pierre Jean Bourcet de La Saigne				Elite, Military, Government			Male	French
bourdfranc004450	François Louis Bourdon de l'Oise			Political economy	Government			Male	French
bourdlouis000383	Louis Henri Bourdelin		http://viaf.org/2500260/			Medical		Male	French
bourecharl000387	Charlotte Bourette		http://viaf.org/34588356/	Letters_Literary		Trade-merchant, Cultural		Female	French
boureetien000385	Étienne Michel Bouret					Finance-banking		Male	French
bourefranc000386	François Bouret d'Erigny				Elite, Military, Government	Finance-banking		Male	French
bourgclaud000388	Claude Bourgelat	http://en.wikipedia.org/wiki/Claude_Bourgelat	http://viaf.org/41870201/			Gardening-farming, Medical		Male	French
bourgdavid023673	David Bourgeois							Male	Swiss
bourgjeanb000392	Jean Baptiste Bourguignon d'Anville	http://en.wikipedia.org/wiki/Jean_Baptiste_Bourguignon_d'Anville	http://viaf.org/7472342/	Letters_Literary, Sciences				Male	French
bourgjeanf000391	Jean François Bourgoing	http://en.wikipedia.org/wiki/Jean-François_de_Bourgoing	http://viaf.org/10185732/		Government			Male	French
bourgnicol000389	Nicolas Louis Bourgeois		http://viaf.org/103651871/	Letters_Literary		Artist		Male	French
bourgpierr000390	Pierre Étienne Bourgeois de Boynes	http://en.wikipedia.org/wiki/Pierre_Étienne_Bourgeois_de_Boynes	http://viaf.org/27308008/					Male	French
bourgsamue023025	Samuel Bourgeois			Letters_Literary			Clergy	Male	Swiss
bourkjohn0004118	John Bourke, 1st earl of Mayo							Male	Irish
bournricha025388	Rev. Richard Bourne						Clergy	Male	American
bournsilva024664	Silvanus Bourn				Government	Trade-merchant		Male	American
bournsteph003773	Stephen Bourne				Elite, Government	Legal		Male	English
bourrcharl023927	Charles Bourrit			Letters_Literary		Cultural	Clergy	Male	Swiss
bourrpierr023672	Pierre Marc Isaac Bourrit						Clergy	Male	Swiss
bousqmarcm000395	Marc Michel Bousquet		http://viaf.org/54200047/			Publishing		Male	Swiss
boutehenri000397	Henri Gabriel Boutet de Montéry					Legal		Male	French
boutejacqu000398	Jacques Marie Boutet de Monvel	http://en.wikipedia.org/wiki/Jacques_Marie_Boutet	http://viaf.org/17331259/	Letters_Literary		Artist, Cultural		Male	French
boutet0000024447	— Boutet					Legal		Male	French
bouthfrede000399	Frédéric Charles Bouthenot				Government			Male	French
bouthjacob000400	Jacob Bouthillier de Beaumont				Military, Government			Male	Swiss
bouvamiche000402	Michel Bouvard de Fourqueux				Government			Male	French
bouvamiche000403	Michel Philippe Bouvart		http://viaf.org/50583369/	Letters_Antiquarian, Sciences_Mathematical		Medical		Male	French
bouvejacob003924	Jacob des Bouveries, Viscount Folkestone					Trade-merchant		Male	English
boveycathe005318	Catherine Bovey							Female	English
bovieclaud023026	Claude Bovier					Artisan, Trade-merchant		Male	French
boviegaspa023027	Gaspard Bovier		http://viaf.org/223449514/			Legal		Male	French
bowdlthoma003774	Thomas Bowdler	http://en.wikipedia.org/wiki/Thomas_Bowdler	http://viaf.org/53139330/	Letters_Literary		Medical		Male	English
bowdojames000405	James Bowdoin	http://en.wikipedia.org/wiki/James_Bowdoin	http://viaf.org/47563076/	Political economy		Trade-merchant		Male	American
bowdoprees024900	Preeson Bowdoin					Trade-merchant		Male	American
bowenjabez024665	Jabez Bowen	http://en.wikipedia.org/wiki/Jabez_Bowen	http://viaf.org/53163702/			Legal, Medical		Male	American
bowlejosep004702	Joseph Bowles			Letters_Literary		Cultural		Male	English
bowlejosep024036	Joseph Bowles							Male	English
bowlewilli005115	Rev. William Lisle Bowles			Letters_Literary		Artist	Clergy	Male	English
bowrethoma004231	Thomas Bowrey		http://viaf.org/34576385/			Maritime, Trade-merchant		Male	English
bowrijohn0003775	Sir John Bowring	http://en.wikipedia.org/wiki/John_Bowring	http://viaf.org/29681156/		Elite, Government			Male	English
bowyewilli004082	William Bowyer	http://en.wikipedia.org/wiki/William_Bowyer_(printer)	http://viaf.org/14825513/			Publishing		Male	English
boxgeorg00004291	George Box							Male	English
boydejeanp023670	Jean Pierre Boy de La Tour				Government	Trade-merchant, Trade-merchant, Finance-banking		Male	Swiss
boydejulie023669	Julie Anne Marie Boy de La Tour					Finance-banking		Female	Swiss
boydelatou024690	Messieurs Boy de La Tour					Finance-banking		Group	Swiss
boydjacqu0000047	Jacques Boyd					Trade-merchant, Artisan	Protestant_Non-Anglican_Calvinist	Male	French
boye000000000408	Heinrich Christian Boie	http://en.wikipedia.org/wiki/Heinrich_Christian_Boie	http://viaf.org/59125374/	Letters_Literary		Cultural		Male	German
boyerjeanb000909	Jean Baptiste de Boyer, marquis d'Argens			Letters_Philosophical, Letters_Literary	Court, Elite, Government			Male	French
boyerjeanf000409	Jean François Boyer, évêque de Mirepoix			Letters_Religious		Academic	Clergy	Male	French
boyerjeanp003776	Jean Pierre Boyer	http://en.wikipedia.org/wiki/Jean_Pierre_Boyer	http://viaf.org/58996901/		Military, Government			Male	Haitian
boylecharl025569	Charles Boyle, 4th earl of Orrery	http://en.wikipedia.org/wiki/Charles_Boyle,_4th_Earl_of_Orrery	http://viaf.org/13226576/		Military, Elite			Male	English
boyledorot024472	Dorothy Boyle, countess of Burlington		http://viaf.org/295070089/			Artist		Female	English
boyleeliza025251	Elizabeth Boyle, countess of Burlington				Elite			Female	English
boylefranc025252	Francis Boyle, 1st Viscount Shannon				Military, Elite			Male	Irish
boylehenry003609	Henry Boyle, 1st earl of Shannon	http://en.wikipedia.org/wiki/Henry_Boyle,_1st_Earl_of_Shannon	http://viaf.org/31556071/					Male	Irish
boylejohn0005030	John Boyle, 5th earl of Cork and Orrery	http://en.wikipedia.org/wiki/John_Boyle,_5th_Earl_of_Cork	http://viaf.org/59301698/	Letters_Literary				Male	Irish
boylejulia005356	Juliana Boyle, countess of Burlington				Elite			Female	English
boyleletti025266	Lettice Goring, Baroness Goring							Female	Irish
boylelewis025267	Lewis Boyle, Viscount Kinalmeaky		http://viaf.org/67889740/		Court, Military, Elite			Male	Irish
boylemarga004967	Margaret Boyle, countess of Cork and Orrery							Female	Irish
boylemarga025394	Margaret Boyle, countess of Orrery							Female	English
boylemicha025269	Michael Boyle, bishop of Cork						Clergy	Male	Irish
boylericha004984	Richard Boyle, 3rd earl of Burlington	http://en.wikipedia.org/wiki/Richard_Boyle,_3rd_Earl_of_Burlington	http://viaf.org/61395521/	Collector	Elite	Architecture, Artist		Male	English
boylericha025273	Richard Boyle, 1st earl of Cork	http://en.wikipedia.org/wiki/Richard_Boyle,_1st_Earl_of_Cork	http://viaf.org/67278011/		Government			Male	Irish
boylericha025274	Richard Boyle, 1st earl of Burlington	http://en.wikipedia.org/wiki/Richard_Boyle,_1st_Earl_of_Burlington	http://viaf.org/38350853/		Military, Elite			Male	Irish
boylerober000414	Robert Boyle	http://en.wikipedia.org/wiki/Robert_Boyle	http://viaf.org/51698379/	Sciences				Male	Irish
boylerober025368	Robert Boyle's gardener					Domestic, Gardening-farming		Male	English
boyleroger025278	Roger Boyle, 1st earl of Orrery	http://en.wikipedia.org/wiki/Roger_Boyle,_1st_Earl_of_Orrery	http://viaf.org/73979816/	Letters_Literary	Elite, Government	Cultural		Male	Irish
boylewilli025432	William Boyle					Academic		Male	Irish
braanherma024254	Hermano José Braamcamp de Almeida Castelo Branco, conde de Sobral				Elite, Government			Male	Portuguese
bracfranc0000418	François Pierre Suzanne Brac					Legal		Male	French
brackjoshu024666	Joshua Brackett				Government	Legal, Medical		Male	American
braconnot0024068	François Braconnot					Legal		Male	French
bradfmatth005403	Matthew Bradford		http://viaf.org/12166621/				Clergy	Male	English
bradfwilli024667	William Bradford, Jr				Military, Government	Legal		Male	American
bradshaigh005081	Lady Dorothy Bradshaigh							Female	English
bradsthoma004591	Thomas Bradshaw							Male	English
brady00000025502	Mr — Brady							Male	Irish
braggjohn0003777	John Bragge							Male	English
braittwitz000002	baroness — von Braittwitz							Female	German
brakes0000000003	baron — de Brakes							Male	Swiss
branclouis000424	Louis de Brancas de Forcalquier, marquis de Céreste				Government, Elite, Military			Male	French
branclouis000914	Louis Bufile de Brancas		http://viaf.org/189665187/	Letters_Literary		Cultural		Male	French
branclouis002375	Louis Antoine de Brancas, duc de Brancas-Villars				Elite			Male	French
brancmarie024187	Marie Thérèse de Brancas, comtesse de Rochefort		http://viaf.org/98154877/					Female	French
brandchris004435	Christian Frederick Charles Alexander von Brandenburg, margrave of Ansbach							Male	German
branddean0005469	John Brandreth						Clergy	Male	English
brandeliza002688	Elizabeth Sophia Frederica Wilhelmina von Brandenburg-Bayreuth, duchess of Württemberg				Elite, Government			Female	German
brandfrede001638	Frederick William von Brandenburg, margrave of Bayreuth				Elite, Government			Male	German
brandon000024645	Messrs Brandon					Cultural		Group	English
brasshenri004252	Henri Brasset				Government			Male	French
brattthoma025570	Thomas Brattle	http://en.wikipedia.org/wiki/Thomas_Brattle	http://viaf.org/23673467/	Sciences_Mathematical		Academic		Male	American
bravajeanl023560	Jean Louis Bravard Deyssac, comte Duprat				Military, Elite			Male	French
braywilli0005116	William Bray	http://en.wikipedia.org/wiki/William_Bray_(antiquary)	http://viaf.org/59263048/	Letters_Literary		Legal		Male	English
breardavid024964	David Brearly	http://en.wikipedia.org/wiki/David_Brearley	http://viaf.org/63029410/		Government	Legal		Male	American
breedrober025601	Rev. Robert Breedin						Clergy	Male	Irish
bregenzer0000417	— Bregenzer							Male	German
breguhenri023668	Henri Bréguet					Trade-merchant		Male	Swiss
bremomarie022974	Marie Madeleine de Brémond d'Ars, marquise de Verdelin							Female	French
brerewilli025332	William Brereton, 3rd Baron Brereton		http://viaf.org/7341469/	Letters_Antiquarian	Elite			Male	English
bresle0000000916	— de Bresle							Male	unknown
bretantoi0024214	Antoine Bret		http://viaf.org/29336/	Letters_Literary		Cultural		Male	French
bretin0000000428	Jean Bretin					Legal		Male	French
brettanne0005647	Anne Brett							Female	unknown
brewsdavid000429	Sir David Brewster	http://en.wikipedia.org/wiki/David_Brewster	http://viaf.org/2774127/	Letters_Literary, Sciences		Cultural, Academic		Male	Scottish
briasantoi000430	Antoine Claude Briasson		http://viaf.org/36972189/			Publishing		Male	French
bricanicol000431	Nicolas Bricaire de La Dixmerie		http://viaf.org/9950099/	Letters_Literary				Male	French
bridephill024251	Phillippe Cyriaque Bridel			Letters_Literary			Clergy	Male	Swiss
bridgbrook004703	Sir Brook Bridges, baronet				Elite			Male	English
bridgcharl004948	Charles Bridgeman		http://viaf.org/239381998/			Gardening-farming, Domestic		Male	English
bridgralph004949	Ralph Bridges						Clergy	Male	English
bridgsamue005470	Samuel Bridges [Charles Ford, Irish gentleman]							Male	Irish
bridgthoma004704	Sir Thomas Bridges							Male	English
brifacharl024245	Charles Brifaut	http://en.wikipedia.org/wiki/Charles_Brifaut	http://viaf.org/64002610/	Letters_Literary		Cultural		Male	French
brillannel004432	Anne Louise Brillon de Jouy	http://en.wikipedia.org/wiki/Anne_Louise_Boyvin_d'Hardancourt_Brillon_de_Jouy	http://viaf.org/5356615/			Artist		Female	French
brillberna024397	Bernard Brillon							Male	French
brilljacqu004449	Jacques Brillon de Jouy							Male	French
brilljosep023948	Joseph Louis Brillon					Legal		Male	French
brinscharl004950	Rev. Charles Brinsden						Clergy	Male	English
brinsjohn0000434	John Brinsden							Male	English
brioibonal003819	Bon Albert Briois de Baumez							Male	French
briolaydeb004741	— de Briolay de Beaupreau					Medical		Male	French
brisbthoma025238	Sir Thomas Makdougall Brisbane, baronet			Sciences_Mathematical	Military, Elite, Government			Male	Scottish
brissjacqu000436	Jacques Pierre Brissot de Warville	http://en.wikipedia.org/wiki/Jacques_Pierre_Brissot	http://viaf.org/64002647/	Letters_Literary, Political economy		Cultural		Male	French
brissmarie023761	Marie Anne Élisabeth Émélie de Brissac, comtesse d'Escherny				Elite			Female	French
brissrene0023997	René Brisseau					Legal		Male	French
brizagabri023666	Gabriel Brizard			Letters_Literary				Male	French
broadnax00024289	Winfield Broadnax							Male	English
brocklawre004361	Lawrence Brockett			Letters_Antiquarian				Male	English
brockwilli000438	William Brockman				Government			Male	English
broglcharl024062	Charles François de Broglie, comte de Broglie	http://en.wikipedia.org/wiki/Charles-François_de_Broglie,_marquis_de_Ruffec	http://viaf.org/22171463/		Military, Elite, Government			Male	French
broglfranc001613	François Marie de Broglie, comte de Broglie	http://en.wikipedia.org/wiki/François-Marie,_1st_duc_de_Broglie	http://viaf.org/27335281/		Elite			Male	French
broglvicto023665	Victor Claude de Broglie			Political economy	Military, Elite, Government			Male	French
bromljohn0005117	John Bromley					Artist		Male	English
bromlwilli003610	William Bromley	http://en.wikipedia.org/wiki/William_Bromley_(speaker)	http://viaf.org/169019405/					Male	English
bronolouis023996	Louis Bronod					Legal		Male	French
brookeampc000440	Messrs Brooke &amp; Clarke					Publishing		Group	English
brookesby0005319	Mr — Brookesby			Sciences_Natural				Male	English
brookfranc024411	Frances Brooke			Letters_Literary		Cultural		Female	English
brookhenry003778	Henry Brooks							Male	English?
brookhenry004951	Henry Brooke	http://en.wikipedia.org/wiki/Henry_Brooke_(writer)	http://viaf.org/39422726/	Letters_Literary		Cultural		Male	Irish
brookjohn0004544	John Brooke			Sciences				Male	English
broomjacob024592	Jacob Broom	http://en.wikipedia.org/wiki/Jacob_Broom	http://viaf.org/35987748/		Government	Trade-merchant		Male	American
broomwilli004952	William Broome	http://en.wikipedia.org/wiki/William_Broome	http://viaf.org/63859267/	Letters_Literary		Artist		Male	English
brosscharl000917	Charles de Brosses, baron de Montfalcon			Letters_Literary, Letters_Antiquarian	Government	Legal		Male	French
brossclaud000441	Claude Brossette	http://en.wikipedia.org/wiki/Claude_Brossette	http://viaf.org/14896868/	Letters_Literary	Government	Legal		Male	French
brossclaud000918	Claude Charles de Brosses, comte de Tournay				Military, Elite			Male	French
brosshyaci000919	Hyacinthe Pierrette de Brosses, marquise de Fargès							Female	French
broucclaud004705	Claude Brouchier					Medical		Male	French
broughenry003779	Henry Peter Brougham, 1st Baron Brougham and Vaux	http://en.wikipedia.org/wiki/Henry_Brougham,_1st_Baron_Brougham_and_Vaux	http://viaf.org/34592194/		Elite, Government	Legal		Male	Scottish
brougthoma005648	Thomas Broughton		http://viaf.org/75282738/				Clergy	Male	English
brougthoma025683	Sir Thomas Broughton, baronet							Male	English
brounandre000442	Andrew Broune			Letters_Literary, Sciences_Medical		Medical		Male	Scottish
brounchris024166	Christophe Brounas							Male	unknown
brounm0000004706	Mrs M. Brounower				Government			Female	English
brounsylve000443	Sylvester Brounower				Government	Artist		Male	Swiss
brownampfr024982	Brown &amp; Francis					Trade-merchant		Group	American
browncharl003780	Charles Brown					Medical		Male	Welsh
browne0000024717	— Browne							Male	English?
browneliza005472	Lady Elizabeth Brownlow							Female	Irish
brownjames023664	James Brown					Academic	Clergy	Male	English
brownjohn0005471	John Browne				Government	Artisan		Male	Irish
brownjohn0017201	John Brown	http://en.wikipedia.org/wiki/John_Brown_(essayist)	http://viaf.org/19712237/	Letters_Literary		Artist		Male	Scottish
brownneil0025431	Neil Brown				Government	Trade-merchant		Male	English
brownnicho024609	Nicholas Brown					Trade-merchant, Finance-banking		Male	American
brownrober000447	Robert Brown		http://viaf.org/34572082/	Sciences_Natural		Gardening-farming	Clergy, Protestant_Non-Anglican_Presbyterian	Male	Scottish
brownrober024107	Robert Brown							Male	Scottish
brucdlouis023414	Louis François de Bruc de Montplaisir, marquis de La Guerche							Male	French
brucejohn0000449	John Bruce			Letters_Literary				Male	Scottish
brucemarth024113	Martha Bruce, countess of Elgin							Female	Scottish
brucerober024668	Robert Bruce					Trade-merchant		Male	American
brucsebas0003065	Sébastien Armand de Bruc, comte de Bruc				Elite			Male	French
brueder000024067	M. — Brueder					Legal		Male	French
brueygabri023756	Gabriel François de Brueys, baron d'Aigaliers			Political economy	Military, Government			Male	French
brugejeanf000451	Jean François Bruges				Elite, Government	Legal		Male	French
brugujean0024594	Jean Bruguière de Naudis							Male	French
bruhlhansm023663	Graf Hans Moritz von Brühl zu Martinskirch							Male	German
bruhlheinr001930	Graf Heinrich von Brühl	http://en.wikipedia.org/wiki/Heinrich_von_Brühl	http://viaf.org/46996718/		Elite			Male	German
brulalouis000452	Louis Philoxène Brulart, marquis de Puisieulx				Elite, Government			Male	French
brummwilli005118	William Brummell							Male	English
brumopierr000453	Pierre Brumoy	http://en.wikipedia.org/wiki/Pierre_Brumoy	http://viaf.org/24624020/	Letters_Literary		Cultural	Clergy	Male	French
brunejeanl025049	Jean Louis Brunet		http://viaf.org/100173981/			Legal		Male	French
brunjohan0025257	Johann Brün			Sciences_Natural		Medical		Male	German
brunseliza002689	Elizabeth Christina, queen of Prussia				Elite, Government			Female	German
brunsfreid004436	Freidrich August von Brunswick-Wolfenbüttel			Letters_Literary	Military			Male	German
bruny00000025755	— Bruny							Male	French
brunyml000004707	Mme M. L. Brunyer							Female	French?
bruyacharl023785	Charles Jean Baptiste Bruyard							Male	French
bruysjeanm000454	Jean Marie Bruyset		http://viaf.org/120729144/			Publishing		Male	French
bruyspierr000455	Pierre Bruyset-Ponthus					Publishing		Male	French
bruzeantoi000456	Antoine Augustin Bruzen de La Martinière		http://viaf.org/100174728/	Letters_Literary				Male	French
brydgjames005320	James Brydges, 1st duke of Chandos				Elite, Government			Male	English
brydgjames025093	James Brydges, 3rd duke of Chandos				Elite, Government			Male	English
brydopatri023662	Patrick Brydone		http://viaf.org/54930842/	Letters_Literary				Male	Scottish
brydsthoma000459	Thomas Brydson			Letters_Literary, Letters_Antiquarian				Male	Scottish
buchaalexa003781	Alexander Peter Buchan		http://viaf.org/62948402/			Medical		Male	English
buchajames000461	James Buchanan							Male	Scottish
buchajohn0017208	John Buchanan						Clergy	Male	English
buchwjulia003469	Juliana Franziska von Buchwald				Elite			Female	German
buckijames003782	James Silk Buckingham	http://en.wikipedia.org/wiki/James_Silk_Buckingham	http://viaf.org/54910363/	Letters_Literary		Cultural		Male	English
bucklmary0025117	Mrs Mary Buckland			Letters_Literary, Sciences_Natural				Female	English
bucklsamue004953	Samuel Buckley					Publishing		Male	English
bucklwilli005738	Rev. William Buckland			Sciences_Natural			Clergy	Male	English
buckmjosep024669	Joseph Buckminster		http://viaf.org/48157005/				Clergy	Male	American
bucksusan0025471	Susanna Buck							Female	unknown
budedisaac000462	Isaac Budé							Male	French
budejacob0000921	Jacob de Budé				Military			Male	Swiss
budgeeusta003611	Eustace Budgell	http://en.wikipedia.org/wiki/Eustace_Budgell	http://viaf.org/39387441/	Letters_Literary				Male	English
budgegilbe005321	Gilbert Budgell						Clergy	Male	English
buenojunta024344	Junta of Buenos Aires							Group	Argentinian
buirepierr000464	Pierre Laurent Buirette de Belloy	http://en.wikipedia.org/wiki/Pierre-Laurent_Buirette_de_Belloy	http://viaf.org/68962659/	Letters_Literary		Artist, Cultural		Male	French
buissjeanl023660	Jean Louis Buisson							Male	Swiss
buisspierr000922	Pierre de Buisson, chevalier de Beauteville				Elite, Government			Male	French
buitegosui004254	Gosuinus van Buitendijck					Academic	Clergy	Male	Dutch
bulgayakov003783	Yakov Ivanovich Bulgakov							Male	Russian
bullefranc003784	Sir Francis Buller, baronet		http://viaf.org/21007923/			Legal		Male	English
bullohm000005322	Mrs H. M. Bullock							Female	English
bullwilli0017244	William Bull		http://viaf.org/29414621/			Academic	Clergy	Male	English
bunbucharl000466	Sir Charles Bunbury, 6th baronet							Male	English
bunbusarah023659	Lady Sarah Bunbury		http://viaf.org/22949567/					Female	English
bunbuwilli005649	Sir William Bunbury						Clergy	Male	English
buncesamue000467	Samuel Bunce			Sciences_Mathematical		Other, Architecture		Male	English
bunelle000023983	Jean Bunelle					Artisan		Male	French
burchjosia003612	Josiah Burchett	http://en.wikipedia.org/wiki/Josiah_Burchett	http://viaf.org/17562665/	Letters_Literary	Government			Male	English
burchwilli003785	William John Burchell	http://en.wikipedia.org/wiki/William_John_Burchell	http://viaf.org/56823564/	Sciences_Natural, Sciences		Gardening-farming		Male	English
burdefranc003786	Sir Francis Burdett	http://en.wikipedia.org/wiki/Francis_Burdett	http://viaf.org/75338116/					Male	English
bureguill0000923	Guillaume François de Bure		http://viaf.org/88823525/			Publishing		Male	French
burgehenry005119	Henry Burgess			Letters_Literary, Political economy		Other, Cultural		Male	English
burgemary0000470	Mary Burges					Domestic		Female	English
burgewilli024639	William Burgess							Male	English
burghmagis024810	magistrates of the burgh of Lanark							Group	Scottish
burghwilli004119	William Burgh			Letters_Literary, Letters_Religious	Government			Male	Irish
burgkjc000024450	J. C. Burgkhardt				Government			Male	German
burke00000025444	— Burke				Military			Male	Irish
burkeaedan024849	Aedanus Burke	http://en.wikipedia.org/wiki/Aedanus_Burke	http://viaf.org/5730359/			Legal		Male	American
burkeedmun000471	Edmund Burke	http://en.wikipedia.org/wiki/Edmund_Burke	http://viaf.org/100173535/	Letters_Literary, Letters_Philosophical				Male	Irish
burkericha004120	Richard Burke		http://viaf.org/19532929/	Letters_Literary, Political economy		Legal		Male	Irish
burkewilli004121	William Burke		http://viaf.org/33851357/	Letters_Literary, Political economy	Government			Male	Irish
burmaberth024011	Berthold van Burmania							Male	Dutch
burmafrans004255	Frans Burman		http://viaf.org/144697/	Letters_Antiquarian				Male	Dutch
burmajacob023658	Jacob Fabricius Burmann							Male	Dutch
burnajacqu023657	Jacques François Daniel Burnand							Male	Swiss
burnealexa023655	Alexander Burnett, 4th laird of Kemnay			Sciences_Natural		Gardening-farming		Male	Scottish
burnecharl000481	Charles Burney		http://viaf.org/15109973/	Letters_Literary		Artist		Male	English
burnecharl024443	Rev. Charles Burney			Letters_Literary, Collector		Academic		Male	English
burneeliza004708	Elizabeth Burnet		http://viaf.org/34310132/	Letters_Literary, Letters_Religious	Elite			Female	English
burnegeorg023656	George Burnett, 3rd laird of Kemnay			Sciences_Natural	Elite	Gardening-farming		Male	Scottish
burnegilbe000477	Gilbert Burnet, bishop of Salisbury	http://en.wikipedia.org/wiki/Gilbert_Burnet	http://viaf.org/22151653/	Letters_Literary, Letters_Religious			Clergy	Male	Scottish
burnejames000479	James Burnett, Lord Monboddo	http://en.wikipedia.org/wiki/James_Burnett,_Lord_Monboddo	http://viaf.org/100304160/	Letters_Philosophical	Government	Legal		Male	Scottish
burnejames024323	James Burney	http://en.wikipedia.org/wiki/James_Burney	http://viaf.org/64345371/	Letters_Literary	Military	Maritime		Male	English
burnethoma004709	Thomas Burnett, 2nd laird of Kemnay				Elite			Male	Scottish
burnsjohn0004911	John Burns					Trade-merchant		Male	Canadian
burraaron0000484	Aaron Burr	http://en.wikipedia.org/wiki/Aaron_Burr	http://viaf.org/57408702/		Military, Government			Male	American
burratheod000070	Theodosia Burr Alston	http://en.wikipedia.org/wiki/Theodosia_Burr_Alston	http://viaf.org/78639664/					Female	American
burreliza0025025	Elizabeth Burr							Female	American
burrepeter005120	Peter Burrell, 1st Baron Gwydyr							Male	English
burriezeki000485	Ezekiel Burridge			Letters_Literary			Clergy	Male	Irish
burrjosia0024670	Josiah Burr					Trade-merchant, Finance-banking		Male	American
burthricha000486	Richard Burthogge	http://en.wikipedia.org/wiki/Richard_Burthogge	http://viaf.org/187372932/	Letters_Philosophical, Letters_Religious				Male	English
burtofranc003787	Francis Burton					Legal		Male	English
buryarthu0004710	Arthur Bury	http://en.wikipedia.org/wiki/Arthur_Bury	http://viaf.org/35856749/	Letters_Literary, Letters_Religious		Academic		Male	English
buryej0000025616	J. Buryer							Male	French
busbythoma003788	Thomas Busby		http://viaf.org/59432215/	Letters_Literary		Artist		Male	English
bussier000023963	M. — Bussier					Legal		Male	French
bussyfranc000924	François de Bussy		http://viaf.org/26630431/		Government			Male	French
butlebetty005473	Lady Betty Butler							Female	Irish
butlecharl000489	Charles Butler	http://en.wikipedia.org/wiki/Charles_Butler_(lawyer)	http://viaf.org/37031130/	Letters_Literary		Legal		Male	English
butlecharl005599	Charles Butler, 1st earl of Arran				Military, Elite			Male	Irish
butlej0000024040	Mr J. Butler							Male	English
butlejames003613	James Butler, 1st duke of Ormonde	http://en.wikipedia.org/wiki/James_Butler,_1st_Duke_of_Ormonde	http://viaf.org/3264005/					Male	Irish
